0 14.90 0.81 9.97
1 14.90 2.28 9.74
2 14.90 3.70 9.29
0 15.00 0.71 9.97
1 15.00 2.19 9.76
2 15.00 3.62 9.32
0 15.10 0.61 9.98
1 15.10 2.10 9.78
2 15.10 3.55 9.35
0 15.20 0.51 9.99
1 15.20 2.01 9.80
2 15.20 3.47 9.38
0 15.30 0.41 9.99
1 15.30 1.93 9.81
2 15.30 3.40 9.40
0 15.40 0.31 10.00
1 15.40 1.84 9.83
2 15.40 3.32 9.43
0 15.50 0.21 10.00
1 15.50 1.75 9.85
2 15.50 3.25 9.46
0 15.60 0.11 10.00
1 15.60 1.66 9.86
2 15.60 3.17 9.48
0 15.70 0.01 10.00
1 15.70 1.57 9.88
2 15.70 3.10 9.51
0 15.80 -0.09 10.00
1 15.80 1.48 9.89
2 15.80 3.02 9.53
0 15.90 -0.19 10.00
1 15.90 1.39 9.90
2 15.90 2.94 9.56
0 16.00 -0.29 10.00
1 16.00 1.30 9.91
2 16.00 2.87 9.58
0 16.10 -0.39 9.99
1 16.10 1.21 9.93
2 16.10 2.79 9.60
0 16.20 -0.49 9.99
1 16.20 1.13 9.94
2 16.20 2.71 9.62
0 16.30 -0.59 9.98
1 16.30 1.04 9.95
2 16.30 2.64 9.65
0 16.40 -0.69 9.98
1 16.40 0.95 9.96
2 16.40 2.56 9.67
0 16.50 -0.79 9.97
1 16.50 0.86 9.96
2 16.50 2.48 9.69
0 16.60 -0.89 9.96
1 16.60 0.77 9.97
2 16.60 2.40 9.71
0 16.70 -0.99 9.95
1 16.70 0.68 9.98
2 16.70 2.33 9.73
0 16.80 -1.09 9.94
1 16.80 0.59 9.98
2 16.80 2.25 9.74
0 16.90 -1.19 9.93
1 16.90 0.50 9.99
2 16.90 2.17 9.76
0 17.00 -1.29 9.92
1 17.00 0.41 9.99
2 17.00 2.09 9.78
0 17.10 -1.39 9.90
1 17.10 0.32 9.99
2 17.10 2.01 9.80
0 17.20 -1.49 9.89
1 17.20 0.23 10.00
2 17.20 1.94 9.81
0 17.30 -1.59 9.87
1 17.30 0.14 10.00
2 17.30 1.86 9.83
0 17.40 -1.68 9.86
1 17.40 0.05 10.00
2 17.40 1.78 9.84
0 17.50 -1.78 9.84
1 17.50 -0.04 10.00
2 17.50 1.70 9.85
0 17.60 -1.88 9.82
1 17.60 -0.13 10.00
2 17.60 1.62 9.87
0 17.70 -1.98 9.80
1 17.70 -0.22 10.00
2 17.70 1.54 9.88
0 17.80 -2.08 9.78
1 17.80 -0.31 10.00
2 17.80 1.46 9.89
0 17.90 -2.17 9.76
1 17.90 -0.40 9.99
2 17.90 1.38 9.90
0 18.00 -2.27 9.74
1 18.00 -0.49 9.99
2 18.00 1.30 9.91
0 18.10 -2.37 9.72
1 18.10 -0.58 9.98
2 18.10 1.22 9.92
0 18.20 -2.47 9.69
1 18.20 -0.67 9.98
2 18.20 1.15 9.93
0 18.30 -2.56 9.67
1 18.30 -0.76 9.97
2 18.30 1.07 9.94
0 18.40 -2.66 9.64
1 18.40 -0.85 9.96
2 18.40 0.99 9.95
0 18.50 -2.76 9.61
1 18.50 -0.94 9.96
2 18.50 0.91 9.96
0 18.60 -2.85 9.58
1 18.60 -1.03 9.95
2 18.60 0.83 9.97
0 18.70 -2.95 9.56
1 18.70 -1.12 9.94
2 18.70 0.75 9.97
0 18.80 -3.04 9.53
1 18.80 -1.21 9.93
2 18.80 0.67 9.98
0 18.90 -3.14 9.49
1 18.90 -1.30 9.92
2 18.90 0.59 9.98
0 19.00 -3.23 9.46
1 19.00 -1.39 9.90
2 19.00 0.51 9.99
0 19.10 -3.33 9.43
1 19.10 -1.48 9.89
2 19.10 0.43 9.99
0 19.20 -3.42 9.40
1 19.20 -1.57 9.88
2 19.20 0.35 9.99
0 19.30 -3.52 9.36
1 19.30 -1.65 9.86
2 19.30 0.27 10.00
0 19.40 -3.61 9.33
1 19.40 -1.74 9.85
2 19.40 0.19 10.00
0 19.50 -3.70 9.29
1 19.50 -1.83 9.83
2 19.50 0.11 10.00
0 19.60 -3.79 9.25
1 19.60 -1.92 9.81
2 19.60 0.03 10.00
0 19.70 -3.89 9.21
1 19.70 -2.01 9.80
2 19.70 -0.05 10.00
0 19.80 -3.98 9.17
1 19.80 -2.10 9.78
2 19.80 -0.13 10.00
0 19.90 -4.07 9.13
1 19.90 -2.18 9.76
2 19.90 -0.21 10.00
0 20.00 -4.16 9.09
1 20.00 -2.27 9.74
2 20.00 -0.29 10.00
